"Id","WnvPresent"
"1","0.00499343872070312"
"2","0.00499343872070312"
"3","0.00499343872070312"
"4","0.00499343872070312"
"5","0.00499343872070312"
"6","0.00499343872070312"
"7","0.00499343872070312"
"8","0.00499343872070312"
"9","0.0018656849861145"
"10","0.0018656849861145"
"11","0.0018656849861145"
"12","0.0018656849861145"
"13","0.0018656849861145"
"14","0.0018656849861145"
"15","0.0018656849861145"
"16","0.0018656849861145"
"17","0.00213229656219482"
"18","0.00213229656219482"
"19","0.00213229656219482"
"20","0.00213229656219482"
"21","0.00213229656219482"
"22","0.00213229656219482"
"23","0.00213229656219482"
"24","0.00213229656219482"
"25","0.000793516635894775"
"26","0.000793516635894775"
"27","0.000793516635894775"
"28","0.000793516635894775"
"29","0.000793516635894775"
"30","0.000793516635894775"
"31","0.000793516635894775"
"32","0.000793516635894775"
"33","0.000793516635894775"
"34","0.000793516635894775"
"35","0.000793516635894775"
"36","0.000793516635894775"
"37","0.000793516635894775"
"38","0.000793516635894775"
"39","0.000793516635894775"
"40","0.000793516635894775"
"41","0.000972628593444824"
"42","0.000972628593444824"
"43","0.000972628593444824"
"44","0.000972628593444824"
"45","0.000972628593444824"
"46","0.000972628593444824"
"47","0.000972628593444824"
"48","0.000972628593444824"
"49","0.000793516635894775"
"50","0.000793516635894775"
"51","0.000793516635894775"
"52","0.000793516635894775"
"53","0.000793516635894775"
"54","0.000793516635894775"
"55","0.000793516635894775"
"56","0.000793516635894775"
"57","0.000793516635894775"
"58","0.000793516635894775"
"59","0.000793516635894775"
"60","0.000793516635894775"
"61","0.000793516635894775"
"62","0.000793516635894775"
"63","0.000793516635894775"
"64","0.000793516635894775"
"65","0.000793516635894775"
"66","0.000793516635894775"
"67","0.000793516635894775"
"68","0.000793516635894775"
"69","0.000793516635894775"
"70","0.000793516635894775"
"71","0.000793516635894775"
"72","0.000793516635894775"
"73","0.00375086069107056"
"74","0.00375086069107056"
"75","0.00375086069107056"
"76","0.00375086069107056"
"77","0.00375086069107056"
"78","0.00375086069107056"
"79","0.00375086069107056"
"80","0.00375086069107056"
"81","0.000972628593444824"
"82","0.000972628593444824"
"83","0.000972628593444824"
"84","0.000972628593444824"
"85","0.000972628593444824"
"86","0.000972628593444824"
"87","0.000972628593444824"
"88","0.000972628593444824"
"89","0.0011628270149231"
"90","0.0011628270149231"
"91","0.0011628270149231"
"92","0.0011628270149231"
"93","0.0011628270149231"
"94","0.0011628270149231"
"95","0.0011628270149231"
"96","0.0011628270149231"
"97","0.000972628593444824"
"98","0.000972628593444824"
"99","0.000972628593444824"
"100","0.000972628593444824"
"101","0.000972628593444824"
"102","0.000972628593444824"
"103","0.000972628593444824"
"104","0.000972628593444824"
"105","0.000768661499023438"
"106","0.000768661499023438"
"107","0.000768661499023438"
"108","0.000768661499023438"
"109","0.000768661499023438"
"110","0.000768661499023438"
"111","0.000768661499023438"
"112","0.000768661499023438"
"113","0.00563341379165649"
"114","0.00563341379165649"
"115","0.00563341379165649"
"116","0.00563341379165649"
"117","0.00563341379165649"
"118","0.00563341379165649"
"119","0.00563341379165649"
"120","0.00563341379165649"
"121","0.000895798206329346"
"122","0.000895798206329346"
"123","0.000895798206329346"
"124","0.000895798206329346"
"125","0.000895798206329346"
"126","0.000895798206329346"
"127","0.000895798206329346"
"128","0.000895798206329346"
"129","0.00113391876220703"
"130","0.00113391876220703"
"131","0.00113391876220703"
"132","0.00113391876220703"
"133","0.00113391876220703"
"134","0.00113391876220703"
"135","0.00113391876220703"
"136","0.00113391876220703"
"137","0.00109779834747314"
"138","0.00109779834747314"
"139","0.00109779834747314"
"140","0.00109779834747314"
"141","0.00109779834747314"
"142","0.00109779834747314"
"143","0.00109779834747314"
"144","0.00109779834747314"
"145","0.00294458866119385"
"146","0.00294458866119385"
"147","0.00294458866119385"
"148","0.00294458866119385"
"149","0.00294458866119385"
"150","0.00294458866119385"
"151","0.00294458866119385"
"152","0.00294458866119385"
"153","0.00499343872070312"
"154","0.00499343872070312"
"155","0.00499343872070312"
"156","0.00499343872070312"
"157","0.00499343872070312"
"158","0.00499343872070312"
"159","0.00499343872070312"
"160","0.00499343872070312"
"161","0.00563341379165649"
"162","0.00563341379165649"
"163","0.00563341379165649"
"164","0.00563341379165649"
"165","0.00563341379165649"
"166","0.00563341379165649"
"167","0.00563341379165649"
"168","0.00563341379165649"
"169","0.000793516635894775"
"170","0.000793516635894775"
"171","0.000793516635894775"
"172","0.000793516635894775"
"173","0.000793516635894775"
"174","0.000793516635894775"
"175","0.000793516635894775"
"176","0.000793516635894775"
"177","0.0015302300453186"
"178","0.0015302300453186"
"179","0.0015302300453186"
"180","0.0015302300453186"
"181","0.0015302300453186"
"182","0.0015302300453186"
"183","0.0015302300453186"
"184","0.0015302300453186"
"185","0.000895798206329346"
